x1,x2,x4,x3,x5,sum_total
1,1.9544755016340405,0.724207574477856,2.8199744864876344,-0.1372203463207171,False
1,2.0483539125562547,1.2473816273384373,3.195753751084516,0.12386456692509462,True
0,0.08255744563877557,0.16817065688164307,0.006815731830399383,0.17788613946983609,False
1,1.8945696307098836,1.0565520599828855,2.5893940856081845,0.47353707055918326,True
0,-0.051427121846975316,0.015414259577070596,0.002644748861463646,0.0807338961614576,False
0,0.12910340031629725,-0.0012906262275049595,0.0166676879732301,0.35046268962647237,False
1,1.9961073701582597,0.6503807097665084,2.9844446332001233,-0.236924385491883,False
1,2.006403252865768,0.39552632822614775,3.0256540131103353,-0.5102927850262522,False
0,0.037064580825633534,0.0937619772397781,0.001373783151779921,0.06623542759933626,False
1,1.9957778870245195,0.7941645990504917,2.983129374336056,-0.33888097846080667,False
1,1.9991010687528958,0.29871415755559716,2.9964050830889706,-0.5834531320546881,False
1,1.9784843954858196,1.214973207202059,2.914400503180889,0.15267475360132776,True
1,1.8871616255839523,0.8754527301367144,2.5613790010766655,0.03800821560176537,False
1,1.969696860385365,1.3021546006893827,2.8797057218119644,0.4914372631356816,True
1,1.928273545579604,1.348410445075337,2.7182388665821375,0.5352687648801076,True
1,1.9949509106492054,1.2683489664317293,2.979829135900094,0.2815017015012091,True
0,-0.051621617028878,0.2011536439138898,0.002664791344676147,-0.04009771721470357,False
1,2.081955242838351,0.8129557300315909,3.334537633182097,-0.5175752909598899,False
1,2.025763745381325,0.47871171017196856,3.103718752101374,-0.5831359992529088,False
0,0.004137125367291156,0.29276238717735054,1.711580630468398e-05,0.04840662493290644,False
1,2.0075262383015207,1.28389622999344,3.0301615974690543,0.21773008145053918,True
1,2.0918322287075855,0.5364836930679573,3.375762073059744,-0.8068516327420694,False
0,-0.10886292992655995,0.10321509074292556,0.011851137512195102,-0.22492368164779966,False
0,-0.037952554734032196,0.7209859180671307,0.0014403964108397097,0.6860138002654258,False
1,2.089816065375532,1.029175153602718,3.3673311871016702,-0.1303212749500844,True
1,1.9468680387879551,1.4699441851957826,2.790295160454059,0.6590114069535349,True
0,0.02154538555206947,-0.600236207882455,0.00046420363858732386,-0.5898132795266701,False
0,0.06167438530254657,-0.13367386355662458,0.003803729802446972,-0.09809540000965455,False
1,1.9978874231317547,0.5180682813816979,2.991554155508043,-0.3084275204980025,False
0,-0.03874961778896681,-0.17484533319327783,0.001501532878791013,-0.05772779504789917,False
0,-0.08614959838136463,-0.10297406547844402,0.007421753301270423,-0.28190908639593865,False
0,0.10227771447234504,-0.35086422008391466,0.01046073087768654,-0.3578533312625309,False
0,0.055175577690872474,-0.03413883437740607,0.003044344373521504,0.06360675636953682,False
0,0.1623030816173886,-0.07788567479844247,0.026342290302500706,0.1603891748892156,False
0,0.19188078381621396,-0.6745988035718039,0.03681823519792463,-0.6888926090350909,False
0,-0.025321071689173014,-0.01555010646596775,0.0006411566714882392,0.046715209573251,False
0,-0.005505731125557276,-0.04280794200041157,3.031307522693019e-05,-0.00463782127359868,False
1,2.0712249825852806,1.4558486550672267,3.289972928485396,0.15086716165770664,True
1,1.9499242212168775,0.9661292649644465,2.802204468488246,0.15377316072869185,False
1,1.8697492469260795,1.3101624331425052,2.4959622463806412,0.6689598075688887,True
1,2.13208362955427,0.8177422971867928,3.54578060341331,-0.7877767569505996,False
0,-0.030851925464139576,-0.15852050307454316,0.000951841304844824,-0.2281352338326843,False
1,1.9559768177839834,0.8465319410091878,2.825845311708358,-0.05856365788820872,False
1,2.159778533740496,1.2861245514088262,3.6646433148062467,-0.1192646641452928,True
1,2.091782828745529,0.5555495014347879,3.375555402634647,-0.5964969936443953,False
1,1.8601139525757788,1.2294016405892523,2.4600239165670867,0.602512483609039,True
1,2.1085392317621166,1.1789422570541526,3.4459376918799762,-0.15803977163140903,True
1,1.8833255289186364,0.8262353909452408,2.5469150478766616,0.1507579451429506,False
1,2.1727275773208654,1.1371994123093363,3.7207451252505974,-0.39527614390260046,True
